Date,Borough,Pool,Attendance
07/12/2022,Queens,PS 186 Playground Mini Pool,26
07/12/2022,Queens,Totten Pool,277
07/12/2022,Queens,Windmuller Mini Pool,325
07/12/2022,Staten Island,Faber Pool,210
07/12/2022,Staten Island,General Douglas MacArthur Mini Pool,24
07/12/2022,Staten Island,Lyons Pool,318
07/12/2022,Staten Island,PS 14 Playground Mini Pool,155
07/12/2022,Staten Island,PS 46 Playground Mini Pool,28
07/12/2022,Staten Island,Tottenville Pool,284
07/12/2022,Staten Island,West Brighton Pool,147
07/13/2022,Bronx,Bronx River Playground Mini Pool,60
07/13/2022,Bronx,Claremont Pool,297
07/13/2022,Bronx,Crotona Pool,1404
07/13/2022,Bronx,Edenwald Houses Mini Pool,102
07/13/2022,Bronx,Floating Pool,567
07/13/2022,Bronx,Haffen Pool,349
07/13/2022,Bronx,Mapes Pool,300
07/13/2022,Bronx,Mullaly Pool,614
07/13/2022,Bronx,Van Cortlandt Pool,826
07/13/2022,Brooklyn,Betsy Head Pool,4120
07/13/2022,Brooklyn,Bushwick Pool,0
07/13/2022,Brooklyn,Commodore Barry Pool,380
07/13/2022,Brooklyn,David Fox / PS 251 Mini Pool,0
07/13/2022,Brooklyn,Douglas and DeGraw Pool,355
07/13/2022,Brooklyn,Glenwood Houses Mini Pool,46
07/13/2022,Brooklyn,Howard Pool,208
07/13/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,111
07/13/2022,Brooklyn,Kosciuszko Pool,1061
07/13/2022,Brooklyn,Lindower Park Mini Pool,96
07/13/2022,Brooklyn,McCarren Park Pool,2428
07/13/2022,Brooklyn,PS 20 Playground Mini Pool,140
07/13/2022,Brooklyn,Red Hook Pool,814
07/13/2022,Brooklyn,Sunset Park Pool,1017
07/13/2022,Manhattan,Abe Lincoln Mini Pool,87
07/13/2022,Manhattan,Asser Levy Pool,357
07/13/2022,Manhattan,Dry Dock Pool,236
07/13/2022,Manhattan,Frederick Douglass Mini Pool,72
07/13/2022,Manhattan,Hamilton Fish Pool,853
07/13/2022,Manhattan,Highbridge Pool,941
07/13/2022,Manhattan,Jackie Robinson Pool,604
07/13/2022,Manhattan,John Jay Pool,622
07/13/2022,Manhattan,Marcus Garvey Pool,614
07/13/2022,Manhattan,Sheltering Arms Pool,271
07/15/2022,Brooklyn,Betsy Head Pool,425
07/13/2022,Manhattan,Thomas Jefferson Pool,441
07/13/2022,Manhattan,Tompkins Square Mini Pool,89
07/13/2022,Manhattan,Vesuvio Mini Pool,82
07/13/2022,Manhattan,Wagner Pool,311
07/13/2022,Queens,Astoria Pool,2231
07/13/2022,Queens,Fisher Pool,554
07/13/2022,Queens,Liberty Pool,322
07/13/2022,Queens,Marie Curie Park Mini Pool,103
07/13/2022,Queens,PS 186 Playground Mini Pool,50
07/13/2022,Queens,Totten Pool,400
07/13/2022,Queens,Windmuller Mini Pool,1943
07/13/2022,Staten Island,Faber Pool,373
07/13/2022,Staten Island,General Douglas MacArthur Mini Pool,42
07/13/2022,Staten Island,Lyons Pool,320
07/13/2022,Staten Island,PS 14 Playground Mini Pool,145
07/13/2022,Staten Island,PS 46 Playground Mini Pool,45
07/13/2022,Staten Island,Tottenville Pool,301
07/13/2022,Staten Island,West Brighton Pool,208
07/14/2022,Bronx,Bronx River Playground Mini Pool,24
07/14/2022,Bronx,Claremont Pool,270
07/14/2022,Bronx,Crotona Pool,717
07/14/2022,Bronx,Edenwald Houses Mini Pool,78
07/14/2022,Bronx,Floating Pool,792
07/14/2022,Bronx,Haffen Pool,301
07/14/2022,Bronx,Mapes Pool,240
07/14/2022,Bronx,Mullaly Pool,393
07/14/2022,Bronx,Van Cortlandt Pool,579
07/14/2022,Brooklyn,Betsy Head Pool,628
07/14/2022,Brooklyn,Bushwick Pool,0
07/14/2022,Brooklyn,Commodore Barry Pool,263
07/14/2022,Brooklyn,David Fox / PS 251 Mini Pool,57
07/14/2022,Brooklyn,Douglas and DeGraw Pool,462
07/14/2022,Brooklyn,Glenwood Houses Mini Pool,29
07/14/2022,Brooklyn,Howard Pool,151
07/14/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,103
07/14/2022,Brooklyn,Kosciuszko Pool,952
07/14/2022,Brooklyn,Lindower Park Mini Pool,98
07/14/2022,Brooklyn,McCarren Park Pool,1487
07/14/2022,Brooklyn,PS 20 Playground Mini Pool,188
07/14/2022,Brooklyn,Red Hook Pool,600
07/14/2022,Brooklyn,Sunset Park Pool,681
07/14/2022,Manhattan,Abe Lincoln Mini Pool,102
07/14/2022,Manhattan,Asser Levy Pool,242
07/14/2022,Manhattan,Dry Dock Pool,204
07/14/2022,Manhattan,Frederick Douglass Mini Pool,62
07/14/2022,Manhattan,Hamilton Fish Pool,681
07/14/2022,Manhattan,Highbridge Pool,972
07/14/2022,Manhattan,Jackie Robinson Pool,490
07/14/2022,Manhattan,John Jay Pool,411
07/14/2022,Manhattan,Marcus Garvey Pool,359
07/14/2022,Manhattan,Sheltering Arms Pool,197
07/14/2022,Manhattan,Thomas Jefferson Pool,264
07/14/2022,Manhattan,Tompkins Square Mini Pool,59
07/14/2022,Manhattan,Vesuvio Mini Pool,127
07/14/2022,Manhattan,Wagner Pool,236
07/14/2022,Queens,Astoria Pool,1872
07/14/2022,Queens,Fisher Pool,515
07/14/2022,Queens,Liberty Pool,266
07/14/2022,Queens,Marie Curie Park Mini Pool,95
07/14/2022,Queens,PS 186 Playground Mini Pool,55
07/14/2022,Queens,Totten Pool,359
07/14/2022,Queens,Windmuller Mini Pool,294
07/14/2022,Staten Island,Faber Pool,258
07/14/2022,Staten Island,General Douglas MacArthur Mini Pool,28
07/14/2022,Staten Island,Lyons Pool,265
07/14/2022,Staten Island,PS 14 Playground Mini Pool,78
07/14/2022,Staten Island,PS 46 Playground Mini Pool,34
07/14/2022,Staten Island,Tottenville Pool,154
07/14/2022,Staten Island,West Brighton Pool,232
07/15/2022,Bronx,Bronx River Playground Mini Pool,13
07/15/2022,Bronx,Claremont Pool,225
07/15/2022,Bronx,Crotona Pool,492
07/15/2022,Bronx,Edenwald Houses Mini Pool,62
07/15/2022,Bronx,Floating Pool,744
07/15/2022,Bronx,Haffen Pool,332
07/15/2022,Bronx,Mapes Pool,271
07/15/2022,Bronx,Mullaly Pool,349
07/15/2022,Bronx,Van Cortlandt Pool,697
07/15/2022,Brooklyn,Bushwick Pool,0
07/15/2022,Brooklyn,Commodore Barry Pool,216
07/15/2022,Brooklyn,David Fox / PS 251 Mini Pool,80
07/15/2022,Brooklyn,Douglas and DeGraw Pool,371
07/15/2022,Brooklyn,Glenwood Houses Mini Pool,19
07/15/2022,Brooklyn,Howard Pool,160
07/15/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,161
07/15/2022,Brooklyn,Kosciuszko Pool,680
07/15/2022,Brooklyn,Lindower Park Mini Pool,110
07/15/2022,Brooklyn,McCarren Park Pool,1521
07/15/2022,Brooklyn,PS 20 Playground Mini Pool,95
07/15/2022,Brooklyn,Red Hook Pool,568
07/15/2022,Brooklyn,Sunset Park Pool,781
07/15/2022,Manhattan,Abe Lincoln Mini Pool,113
07/15/2022,Manhattan,Asser Levy Pool,211
07/15/2022,Manhattan,Dry Dock Pool,157
07/15/2022,Manhattan,Frederick Douglass Mini Pool,60
07/15/2022,Manhattan,Hamilton Fish Pool,666
07/15/2022,Manhattan,Highbridge Pool,1278
07/15/2022,Manhattan,Jackie Robinson Pool,565
07/15/2022,Manhattan,John Jay Pool,487
07/15/2022,Manhattan,Marcus Garvey Pool,415
07/15/2022,Manhattan,Sheltering Arms Pool,193
07/15/2022,Manhattan,Thomas Jefferson Pool,407
07/15/2022,Manhattan,Tompkins Square Mini Pool,56
07/15/2022,Manhattan,Vesuvio Mini Pool,87
07/15/2022,Manhattan,Wagner Pool,254
07/15/2022,Queens,Astoria Pool,1868
07/15/2022,Queens,Fisher Pool,561
07/15/2022,Queens,Liberty Pool,380
07/15/2022,Queens,Marie Curie Park Mini Pool,86
07/15/2022,Queens,PS 186 Playground Mini Pool,90
07/15/2022,Queens,Totten Pool,267
07/15/2022,Queens,Windmuller Mini Pool,352
07/15/2022,Staten Island,Faber Pool,225
07/15/2022,Staten Island,General Douglas MacArthur Mini Pool,39
07/15/2022,Staten Island,Lyons Pool,310
07/15/2022,Staten Island,PS 14 Playground Mini Pool,101
07/15/2022,Staten Island,PS 46 Playground Mini Pool,40
07/15/2022,Staten Island,Tottenville Pool,165
07/15/2022,Staten Island,West Brighton Pool,208
07/16/2022,Bronx,Bronx River Playground Mini Pool,56
07/16/2022,Bronx,Claremont Pool,172
07/16/2022,Bronx,Crotona Pool,481
07/16/2022,Bronx,Edenwald Houses Mini Pool,49
07/16/2022,Bronx,Floating Pool,438
07/16/2022,Bronx,Haffen Pool,258
07/16/2022,Bronx,Mapes Pool,173
07/16/2022,Bronx,Mullaly Pool,240
07/16/2022,Bronx,Van Cortlandt Pool,640
07/16/2022,Brooklyn,Betsy Head Pool,237
07/16/2022,Brooklyn,Bushwick Pool,0
07/16/2022,Brooklyn,Commodore Barry Pool,229
07/16/2022,Brooklyn,David Fox / PS 251 Mini Pool,77
07/16/2022,Brooklyn,Douglas and DeGraw Pool,312
07/16/2022,Brooklyn,Glenwood Houses Mini Pool,31
07/16/2022,Brooklyn,Howard Pool,84
07/16/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,14
07/16/2022,Brooklyn,Kosciuszko Pool,352
07/16/2022,Brooklyn,Lindower Park Mini Pool,71
07/16/2022,Brooklyn,McCarren Park Pool,1007
07/16/2022,Brooklyn,PS 20 Playground Mini Pool,99
07/16/2022,Brooklyn,Red Hook Pool,527
07/16/2022,Brooklyn,Sunset Park Pool,785
07/16/2022,Manhattan,Abe Lincoln Mini Pool,84
07/16/2022,Manhattan,Asser Levy Pool,190
07/16/2022,Manhattan,Dry Dock Pool,187
07/16/2022,Manhattan,Frederick Douglass Mini Pool,46
07/16/2022,Manhattan,Hamilton Fish Pool,439
07/16/2022,Manhattan,Highbridge Pool,807
07/16/2022,Manhattan,Jackie Robinson Pool,529
07/16/2022,Manhattan,John Jay Pool,377
07/16/2022,Manhattan,Marcus Garvey Pool,263
07/16/2022,Manhattan,Sheltering Arms Pool,154
07/16/2022,Manhattan,Thomas Jefferson Pool,368
07/16/2022,Manhattan,Tompkins Square Mini Pool,70
07/16/2022,Manhattan,Vesuvio Mini Pool,61
07/16/2022,Manhattan,Wagner Pool,144
07/16/2022,Queens,Astoria Pool,1368
07/16/2022,Queens,Fisher Pool,448
07/16/2022,Queens,Liberty Pool,207
07/16/2022,Queens,Marie Curie Park Mini Pool,49
07/16/2022,Queens,PS 186 Playground Mini Pool,57
07/16/2022,Queens,Totten Pool,153
07/16/2022,Queens,Windmuller Mini Pool,118
07/16/2022,Staten Island,Faber Pool,85
07/16/2022,Staten Island,General Douglas MacArthur Mini Pool,44
07/16/2022,Staten Island,Lyons Pool,281
07/16/2022,Staten Island,PS 14 Playground Mini Pool,50
07/16/2022,Staten Island,PS 46 Playground Mini Pool,18
07/16/2022,Staten Island,Tottenville Pool,150
07/16/2022,Staten Island,West Brighton Pool,93
07/17/2022,Bronx,Bronx River Playground Mini Pool,54
07/17/2022,Bronx,Claremont Pool,174
07/17/2022,Bronx,Crotona Pool,651
07/17/2022,Bronx,Edenwald Houses Mini Pool,74
07/17/2022,Bronx,Floating Pool,248
07/17/2022,Bronx,Haffen Pool,295
07/17/2022,Bronx,Mapes Pool,199
07/17/2022,Bronx,Mullaly Pool,351
07/17/2022,Bronx,Van Cortlandt Pool,580
07/17/2022,Brooklyn,Betsy Head Pool,541
07/17/2022,Brooklyn,Bushwick Pool,0
07/17/2022,Brooklyn,Commodore Barry Pool,201
07/17/2022,Brooklyn,David Fox / PS 251 Mini Pool,68
07/17/2022,Brooklyn,Douglas and DeGraw Pool,456
07/17/2022,Brooklyn,Glenwood Houses Mini Pool,21
07/17/2022,Brooklyn,Howard Pool,106
07/17/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,122
07/17/2022,Brooklyn,Kosciuszko Pool,964
07/17/2022,Brooklyn,Lindower Park Mini Pool,118
07/17/2022,Brooklyn,McCarren Park Pool,1351
07/17/2022,Brooklyn,PS 20 Playground Mini Pool,183
07/17/2022,Brooklyn,Red Hook Pool,715
07/17/2022,Brooklyn,Sunset Park Pool,768
07/17/2022,Manhattan,Abe Lincoln Mini Pool,103
07/17/2022,Manhattan,Asser Levy Pool,224
07/17/2022,Manhattan,Dry Dock Pool,294
07/17/2022,Manhattan,Frederick Douglass Mini Pool,56
07/17/2022,Manhattan,Hamilton Fish Pool,522
07/17/2022,Manhattan,Highbridge Pool,991
07/17/2022,Manhattan,Jackie Robinson Pool,642
07/17/2022,Manhattan,John Jay Pool,489
07/17/2022,Manhattan,Marcus Garvey Pool,286
07/17/2022,Manhattan,Sheltering Arms Pool,172
07/17/2022,Manhattan,Thomas Jefferson Pool,241
07/17/2022,Manhattan,Tompkins Square Mini Pool,51
07/17/2022,Manhattan,Vesuvio Mini Pool,71
07/17/2022,Manhattan,Wagner Pool,167
07/17/2022,Queens,Astoria Pool,2214
07/17/2022,Queens,Fisher Pool,471
07/17/2022,Queens,Liberty Pool,362
07/17/2022,Queens,Marie Curie Park Mini Pool,68
07/17/2022,Queens,PS 186 Playground Mini Pool,60
07/17/2022,Queens,Totten Pool,338
07/17/2022,Queens,Windmuller Mini Pool,244
07/17/2022,Staten Island,Faber Pool,200
07/17/2022,Staten Island,General Douglas MacArthur Mini Pool,26
07/17/2022,Staten Island,Lyons Pool,330
07/17/2022,Staten Island,PS 14 Playground Mini Pool,57
07/17/2022,Staten Island,PS 46 Playground Mini Pool,42
07/17/2022,Staten Island,Tottenville Pool,93
07/17/2022,Staten Island,West Brighton Pool,0
07/18/2022,Bronx,Bronx River Playground Mini Pool,1
07/18/2022,Bronx,Claremont Pool,0
07/18/2022,Bronx,Crotona Pool,22
07/18/2022,Bronx,Edenwald Houses Mini Pool,0
07/18/2022,Bronx,Floating Pool,0
07/18/2022,Bronx,Haffen Pool,0
07/18/2022,Bronx,Mapes Pool,13
07/18/2022,Bronx,Mullaly Pool,0
07/18/2022,Bronx,Van Cortlandt Pool,2
07/18/2022,Brooklyn,Betsy Head Pool,156
07/18/2022,Brooklyn,Bushwick Pool,0
07/18/2022,Brooklyn,Commodore Barry Pool,121
07/18/2022,Brooklyn,David Fox / PS 251 Mini Pool,32
07/18/2022,Brooklyn,Douglas and DeGraw Pool,0
07/18/2022,Brooklyn,Glenwood Houses Mini Pool,15
07/18/2022,Brooklyn,Howard Pool,103
07/18/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,48
07/18/2022,Brooklyn,Kosciuszko Pool,282
07/18/2022,Brooklyn,Lindower Park Mini Pool,48
07/18/2022,Brooklyn,McCarren Park Pool,180
07/18/2022,Brooklyn,PS 20 Playground Mini Pool,58
07/18/2022,Brooklyn,Red Hook Pool,180
07/18/2022,Brooklyn,Sunset Park Pool,349
07/18/2022,Manhattan,Abe Lincoln Mini Pool,7
07/18/2022,Manhattan,Asser Levy Pool,79
07/18/2022,Manhattan,Dry Dock Pool,38
07/18/2022,Manhattan,Frederick Douglass Mini Pool,17
07/18/2022,Manhattan,Hamilton Fish Pool,129
07/18/2022,Manhattan,Highbridge Pool,105
07/18/2022,Manhattan,Jackie Robinson Pool,13
07/18/2022,Manhattan,John Jay Pool,48
07/18/2022,Manhattan,Marcus Garvey Pool,20
07/18/2022,Manhattan,Sheltering Arms Pool,6
07/18/2022,Manhattan,Thomas Jefferson Pool,47
07/18/2022,Manhattan,Tompkins Square Mini Pool,19
07/18/2022,Manhattan,Vesuvio Mini Pool,28
07/18/2022,Manhattan,Wagner Pool,26
07/18/2022,Queens,Astoria Pool,296
07/18/2022,Queens,Fisher Pool,227
07/18/2022,Queens,Liberty Pool,42
07/18/2022,Queens,Marie Curie Park Mini Pool,26
07/18/2022,Queens,PS 186 Playground Mini Pool,24
07/18/2022,Queens,Totten Pool,23
07/18/2022,Queens,Windmuller Mini Pool,103
07/18/2022,Staten Island,Faber Pool,60
07/18/2022,Staten Island,General Douglas MacArthur Mini Pool,9
07/18/2022,Staten Island,Lyons Pool,103
07/18/2022,Staten Island,PS 14 Playground Mini Pool,41
07/18/2022,Staten Island,PS 46 Playground Mini Pool,35
07/18/2022,Staten Island,Tottenville Pool,110
07/18/2022,Staten Island,West Brighton Pool,58
07/19/2022,Bronx,Bronx River Playground Mini Pool,334
07/19/2022,Bronx,Claremont Pool,263
07/19/2022,Bronx,Crotona Pool,1106
07/19/2022,Bronx,Edenwald Houses Mini Pool,160
07/19/2022,Bronx,Floating Pool,581
07/19/2022,Bronx,Haffen Pool,390
07/19/2022,Bronx,Mapes Pool,341
07/19/2022,Bronx,Mullaly Pool,481
07/19/2022,Bronx,Van Cortlandt Pool,825
07/19/2022,Brooklyn,Betsy Head Pool,892
07/19/2022,Brooklyn,Bushwick Pool,0
07/19/2022,Brooklyn,Commodore Barry Pool,379
07/19/2022,Brooklyn,David Fox / PS 251 Mini Pool,85
07/19/2022,Brooklyn,Douglas and DeGraw Pool,513
07/19/2022,Brooklyn,Glenwood Houses Mini Pool,34
07/19/2022,Brooklyn,Howard Pool,265
07/19/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,184
07/19/2022,Brooklyn,Kosciuszko Pool,1205
07/19/2022,Brooklyn,Lindower Park Mini Pool,111
07/19/2022,Brooklyn,McCarren Park Pool,2250
07/19/2022,Brooklyn,PS 20 Playground Mini Pool,118
07/19/2022,Brooklyn,Red Hook Pool,830
07/19/2022,Brooklyn,Sunset Park Pool,1213
07/19/2022,Manhattan,Abe Lincoln Mini Pool,59
07/19/2022,Manhattan,Asser Levy Pool,306
07/19/2022,Manhattan,Dry Dock Pool,241
07/19/2022,Manhattan,Frederick Douglass Mini Pool,58
07/19/2022,Manhattan,Hamilton Fish Pool,1016
07/19/2022,Manhattan,Highbridge Pool,1100
07/19/2022,Manhattan,Jackie Robinson Pool,875
07/19/2022,Manhattan,John Jay Pool,599
07/19/2022,Manhattan,Marcus Garvey Pool,426
07/19/2022,Manhattan,Sheltering Arms Pool,315
07/19/2022,Manhattan,Thomas Jefferson Pool,461
07/19/2022,Manhattan,Tompkins Square Mini Pool,61
07/19/2022,Manhattan,Vesuvio Mini Pool,65
07/19/2022,Manhattan,Wagner Pool,347
07/19/2022,Queens,Astoria Pool,2260
07/19/2022,Queens,Fisher Pool,688
07/19/2022,Queens,Liberty Pool,461
07/19/2022,Queens,Marie Curie Park Mini Pool,102
07/19/2022,Queens,PS 186 Playground Mini Pool,65
07/19/2022,Queens,Totten Pool,400
07/19/2022,Queens,Windmuller Mini Pool,303
07/19/2022,Staten Island,Faber Pool,326
07/19/2022,Staten Island,General Douglas MacArthur Mini Pool,37
07/19/2022,Staten Island,Lyons Pool,676
07/19/2022,Staten Island,PS 14 Playground Mini Pool,69
07/19/2022,Staten Island,PS 46 Playground Mini Pool,35
07/19/2022,Staten Island,Tottenville Pool,262
07/19/2022,Staten Island,West Brighton Pool,200
07/20/2022,Bronx,Bronx River Playground Mini Pool,69
07/20/2022,Bronx,Claremont Pool,490
07/20/2022,Bronx,Crotona Pool,1638
07/20/2022,Bronx,Edenwald Houses Mini Pool,176
07/20/2022,Bronx,Floating Pool,883
07/20/2022,Bronx,Haffen Pool,720
07/20/2022,Bronx,Mapes Pool,375
07/20/2022,Bronx,Mullaly Pool,671
07/20/2022,Bronx,Van Cortlandt Pool,1202
07/20/2022,Brooklyn,Betsy Head Pool,850
07/20/2022,Brooklyn,Bushwick Pool,0
07/20/2022,Brooklyn,Commodore Barry Pool,433
07/20/2022,Brooklyn,David Fox / PS 251 Mini Pool,96
07/20/2022,Brooklyn,Douglas and DeGraw Pool,691
07/20/2022,Brooklyn,Glenwood Houses Mini Pool,63
07/20/2022,Brooklyn,Howard Pool,305
07/20/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,191
07/20/2022,Brooklyn,Kosciuszko Pool,1428
07/20/2022,Brooklyn,Lindower Park Mini Pool,184
07/20/2022,Brooklyn,McCarren Park Pool,2824
07/20/2022,Brooklyn,PS 20 Playground Mini Pool,62
07/20/2022,Brooklyn,Red Hook Pool,885
07/20/2022,Brooklyn,Sunset Park Pool,1371
07/20/2022,Manhattan,Abe Lincoln Mini Pool,177
07/20/2022,Manhattan,Asser Levy Pool,390
07/20/2022,Manhattan,Dry Dock Pool,342
07/20/2022,Manhattan,Frederick Douglass Mini Pool,46
07/20/2022,Manhattan,Hamilton Fish Pool,1100
07/20/2022,Manhattan,Highbridge Pool,1787
07/20/2022,Manhattan,Jackie Robinson Pool,1299
07/20/2022,Manhattan,John Jay Pool,795
07/20/2022,Manhattan,Marcus Garvey Pool,734
07/20/2022,Manhattan,Sheltering Arms Pool,424
07/20/2022,Manhattan,Thomas Jefferson Pool,533
07/20/2022,Manhattan,Tompkins Square Mini Pool,21
07/20/2022,Manhattan,Vesuvio Mini Pool,62
07/20/2022,Manhattan,Wagner Pool,327
07/20/2022,Queens,Astoria Pool,3301
07/20/2022,Queens,Fisher Pool,580
07/20/2022,Queens,Liberty Pool,507
07/20/2022,Queens,Marie Curie Park Mini Pool,157
07/20/2022,Queens,PS 186 Playground Mini Pool,38
07/20/2022,Queens,Totten Pool,400
07/20/2022,Queens,Windmuller Mini Pool,352
07/20/2022,Staten Island,Faber Pool,530
07/20/2022,Staten Island,General Douglas MacArthur Mini Pool,26
07/20/2022,Staten Island,Lyons Pool,490
07/20/2022,Staten Island,PS 14 Playground Mini Pool,69
07/20/2022,Staten Island,PS 46 Playground Mini Pool,40
07/20/2022,Staten Island,Tottenville Pool,413
07/20/2022,Staten Island,West Brighton Pool,195
07/21/2022,Bronx,Bronx River Playground Mini Pool,45
07/21/2022,Bronx,Claremont Pool,246
07/21/2022,Bronx,Crotona Pool,470
07/21/2022,Bronx,Edenwald Houses Mini Pool,36
07/21/2022,Bronx,Floating Pool,243
07/21/2022,Bronx,Haffen Pool,243
07/21/2022,Bronx,Mapes Pool,250
07/21/2022,Bronx,Mullaly Pool,390
07/21/2022,Bronx,Van Cortlandt Pool,562
07/21/2022,Brooklyn,Betsy Head Pool,596
07/21/2022,Brooklyn,Bushwick Pool,0
07/21/2022,Brooklyn,Commodore Barry Pool,375
07/21/2022,Brooklyn,David Fox / PS 251 Mini Pool,96
07/21/2022,Brooklyn,Douglas and DeGraw Pool,446
07/21/2022,Brooklyn,Glenwood Houses Mini Pool,34
07/21/2022,Brooklyn,Howard Pool,51
07/21/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,182
07/21/2022,Brooklyn,Kosciuszko Pool,802
07/21/2022,Brooklyn,Lindower Park Mini Pool,162
07/21/2022,Brooklyn,McCarren Park Pool,1375
07/21/2022,Brooklyn,PS 20 Playground Mini Pool,78
07/21/2022,Brooklyn,Red Hook Pool,529
07/21/2022,Brooklyn,Sunset Park Pool,935
07/21/2022,Manhattan,Abe Lincoln Mini Pool,63
07/21/2022,Manhattan,Asser Levy Pool,215
07/21/2022,Manhattan,Dry Dock Pool,94
07/21/2022,Manhattan,Frederick Douglass Mini Pool,33
07/21/2022,Manhattan,Hamilton Fish Pool,651
07/21/2022,Manhattan,Highbridge Pool,299
07/21/2022,Manhattan,Jackie Robinson Pool,457
07/21/2022,Manhattan,John Jay Pool,348
07/21/2022,Manhattan,Marcus Garvey Pool,303
07/21/2022,Manhattan,Sheltering Arms Pool,113
07/21/2022,Manhattan,Thomas Jefferson Pool,331
07/21/2022,Manhattan,Tompkins Square Mini Pool,55
07/21/2022,Manhattan,Vesuvio Mini Pool,58
07/21/2022,Manhattan,Wagner Pool,201
07/21/2022,Queens,Astoria Pool,1612
07/21/2022,Queens,Fisher Pool,487
07/21/2022,Queens,Liberty Pool,296
07/21/2022,Queens,Marie Curie Park Mini Pool,73
07/21/2022,Queens,PS 186 Playground Mini Pool,45
07/21/2022,Queens,Totten Pool,149
07/21/2022,Queens,Windmuller Mini Pool,278
07/21/2022,Staten Island,Faber Pool,527
07/21/2022,Staten Island,General Douglas MacArthur Mini Pool,33
07/21/2022,Staten Island,Lyons Pool,310
07/21/2022,Staten Island,PS 14 Playground Mini Pool,79
07/21/2022,Staten Island,PS 46 Playground Mini Pool,38
07/21/2022,Staten Island,Tottenville Pool,381
07/21/2022,Staten Island,West Brighton Pool,284
07/22/2022,Bronx,Bronx River Playground Mini Pool,74
07/22/2022,Bronx,Claremont Pool,374
07/22/2022,Bronx,Crotona Pool,2108
07/22/2022,Bronx,Edenwald Houses Mini Pool,69
07/22/2022,Bronx,Floating Pool,305
07/22/2022,Bronx,Haffen Pool,748
07/22/2022,Bronx,Mapes Pool,300
07/22/2022,Bronx,Mullaly Pool,468
07/22/2022,Bronx,Van Cortlandt Pool,1202
07/22/2022,Brooklyn,Betsy Head Pool,956
07/22/2022,Brooklyn,Bushwick Pool,0
07/22/2022,Brooklyn,Commodore Barry Pool,506
07/22/2022,Brooklyn,David Fox / PS 251 Mini Pool,85
07/22/2022,Brooklyn,Douglas and DeGraw Pool,602
07/22/2022,Brooklyn,Glenwood Houses Mini Pool,40
07/22/2022,Brooklyn,Howard Pool,196
07/22/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,172
07/22/2022,Brooklyn,Kosciuszko Pool,466
07/22/2022,Brooklyn,Lindower Park Mini Pool,124
07/22/2022,Brooklyn,McCarren Park Pool,2606
07/22/2022,Brooklyn,PS 20 Playground Mini Pool,0
07/22/2022,Brooklyn,Red Hook Pool,1001
07/22/2022,Brooklyn,Sunset Park Pool,1385
07/22/2022,Manhattan,Abe Lincoln Mini Pool,124
07/22/2022,Manhattan,Asser Levy Pool,345
07/22/2022,Manhattan,Dry Dock Pool,267
07/22/2022,Manhattan,Frederick Douglass Mini Pool,56
07/22/2022,Manhattan,Hamilton Fish Pool,1040
07/22/2022,Manhattan,Highbridge Pool,1650
07/22/2022,Manhattan,Jackie Robinson Pool,706
07/22/2022,Manhattan,John Jay Pool,737
07/22/2022,Manhattan,Marcus Garvey Pool,522
07/22/2022,Manhattan,Sheltering Arms Pool,294
07/22/2022,Manhattan,Thomas Jefferson Pool,370
07/22/2022,Manhattan,Tompkins Square Mini Pool,73
07/22/2022,Manhattan,Vesuvio Mini Pool,111
07/22/2022,Manhattan,Wagner Pool,418
07/22/2022,Queens,Astoria Pool,3197
07/22/2022,Queens,Fisher Pool,726
07/22/2022,Queens,Liberty Pool,453
07/22/2022,Queens,Marie Curie Park Mini Pool,242
07/22/2022,Queens,PS 186 Playground Mini Pool,110
