Date,Borough,Pool,Attendance
07/02/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,0
07/02/2022,Brooklyn,Kosciuszko Pool,894
07/02/2022,Brooklyn,Lindower Park Mini Pool,135
07/02/2022,Brooklyn,McCarren Park Pool,1406
07/02/2022,Brooklyn,PS 20 Playground Mini Pool,0
07/02/2022,Brooklyn,Red Hook Pool,496
07/02/2022,Brooklyn,Sunset Park Pool,689
07/02/2022,Manhattan,Abe Lincoln Mini Pool,0
07/02/2022,Manhattan,Asser Levy Pool,288
07/02/2022,Manhattan,Dry Dock Pool,221
07/02/2022,Manhattan,Frederick Douglass Mini Pool,0
07/02/2022,Manhattan,Hamilton Fish Pool,475
07/02/2022,Manhattan,Highbridge Pool,1257
07/02/2022,Manhattan,Jackie Robinson Pool,556
07/02/2022,Manhattan,John Jay Pool,430
07/02/2022,Manhattan,Marcus Garvey Pool,620
07/02/2022,Manhattan,Sheltering Arms Pool,225
07/02/2022,Manhattan,Thomas Jefferson Pool,306
07/02/2022,Manhattan,Tompkins Square Mini Pool,119
07/02/2022,Manhattan,Vesuvio Mini Pool,141
07/02/2022,Manhattan,Wagner Pool,305
07/02/2022,Queens,Astoria Pool,1765
07/02/2022,Queens,Fisher Pool,537
07/02/2022,Queens,Liberty Pool,424
07/02/2022,Queens,Marie Curie Park Mini Pool,111
07/02/2022,Queens,PS 186 Playground Mini Pool,55
07/02/2022,Queens,Totten Pool,202
07/02/2022,Queens,Windmuller Mini Pool,357
07/02/2022,Staten Island,Faber Pool,283
07/02/2022,Staten Island,General Douglas MacArthur Mini Pool,0
07/02/2022,Staten Island,Lyons Pool,360
07/02/2022,Staten Island,PS 14 Playground Mini Pool,0
07/02/2022,Staten Island,PS 46 Playground Mini Pool,50
07/02/2022,Staten Island,Tottenville Pool,160
07/02/2022,Staten Island,West Brighton Pool,162
07/03/2022,Bronx,Bronx River Playground Mini Pool,0
07/03/2022,Bronx,Claremont Pool,272
07/03/2022,Bronx,Crotona Pool,2038
07/03/2022,Bronx,Edenwald Houses Mini Pool,0
07/03/2022,Bronx,Floating Pool,749
07/03/2022,Bronx,Haffen Pool,603
07/03/2022,Bronx,Mapes Pool,300
07/03/2022,Bronx,Mullaly Pool,585
07/03/2022,Bronx,Van Cortlandt Pool,1163
07/03/2022,Brooklyn,Betsy Head Pool,581
07/03/2022,Brooklyn,Bushwick Pool,204
07/03/2022,Brooklyn,Commodore Barry Pool,254
07/03/2022,Brooklyn,David Fox / PS 251 Mini Pool,0
07/03/2022,Brooklyn,Douglas and DeGraw Pool,509
07/03/2022,Brooklyn,Glenwood Houses Mini Pool,61
07/03/2022,Brooklyn,Howard Pool,106
07/03/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,0
07/03/2022,Brooklyn,Kosciuszko Pool,1011
07/03/2022,Brooklyn,Lindower Park Mini Pool,132
07/03/2022,Brooklyn,McCarren Park Pool,2087
07/03/2022,Brooklyn,PS 20 Playground Mini Pool,0
07/03/2022,Brooklyn,Red Hook Pool,785
07/03/2022,Brooklyn,Sunset Park Pool,755
07/03/2022,Manhattan,Abe Lincoln Mini Pool,0
07/03/2022,Manhattan,Asser Levy Pool,274
07/03/2022,Manhattan,Dry Dock Pool,347
07/03/2022,Manhattan,Frederick Douglass Mini Pool,0
07/03/2022,Manhattan,Hamilton Fish Pool,1042
07/03/2022,Manhattan,Highbridge Pool,920
07/03/2022,Manhattan,Jackie Robinson Pool,600
07/03/2022,Manhattan,John Jay Pool,726
07/03/2022,Manhattan,Marcus Garvey Pool,842
07/03/2022,Manhattan,Sheltering Arms Pool,258
07/03/2022,Manhattan,Thomas Jefferson Pool,398
07/03/2022,Manhattan,Tompkins Square Mini Pool,142
07/03/2022,Manhattan,Vesuvio Mini Pool,141
07/03/2022,Manhattan,Wagner Pool,287
07/03/2022,Queens,Astoria Pool,3971
07/03/2022,Queens,Fisher Pool,656
07/03/2022,Queens,Liberty Pool,384
07/03/2022,Queens,Marie Curie Park Mini Pool,166
07/03/2022,Queens,PS 186 Playground Mini Pool,233
07/03/2022,Queens,Totten Pool,435
07/03/2022,Queens,Windmuller Mini Pool,307
07/03/2022,Staten Island,Faber Pool,397
07/03/2022,Staten Island,General Douglas MacArthur Mini Pool,0
07/03/2022,Staten Island,Lyons Pool,414
07/03/2022,Staten Island,PS 14 Playground Mini Pool,0
07/03/2022,Staten Island,PS 46 Playground Mini Pool,0
07/03/2022,Staten Island,Tottenville Pool,248
07/03/2022,Staten Island,West Brighton Pool,247
07/04/2022,Bronx,Bronx River Playground Mini Pool,0
07/04/2022,Bronx,Claremont Pool,245
07/04/2022,Bronx,Crotona Pool,900
07/04/2022,Bronx,Edenwald Houses Mini Pool,0
07/04/2022,Bronx,Floating Pool,812
07/04/2022,Bronx,Haffen Pool,572
07/04/2022,Bronx,Mapes Pool,300
07/04/2022,Bronx,Mullaly Pool,467
07/04/2022,Bronx,Van Cortlandt Pool,1089
07/04/2022,Brooklyn,Betsy Head Pool,574
07/04/2022,Brooklyn,Bushwick Pool,0
07/04/2022,Brooklyn,Commodore Barry Pool,237
07/04/2022,Brooklyn,David Fox / PS 251 Mini Pool,0
07/04/2022,Brooklyn,Douglas and DeGraw Pool,521
07/04/2022,Brooklyn,Glenwood Houses Mini Pool,67
07/04/2022,Brooklyn,Howard Pool,239
07/04/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,0
07/04/2022,Brooklyn,Kosciuszko Pool,1057
07/04/2022,Brooklyn,Lindower Park Mini Pool,121
07/04/2022,Brooklyn,McCarren Park Pool,2053
07/04/2022,Brooklyn,PS 20 Playground Mini Pool,0
07/04/2022,Brooklyn,Red Hook Pool,604
07/04/2022,Brooklyn,Sunset Park Pool,915
07/04/2022,Manhattan,Abe Lincoln Mini Pool,0
07/04/2022,Manhattan,Asser Levy Pool,302
07/04/2022,Manhattan,Frederick Douglass Mini Pool,0
07/04/2022,Manhattan,Hamilton Fish Pool,604
07/04/2022,Manhattan,Highbridge Pool,1325
07/04/2022,Manhattan,Jackie Robinson Pool,478
07/04/2022,Manhattan,John Jay Pool,783
07/04/2022,Manhattan,Marcus Garvey Pool,832
07/04/2022,Manhattan,Sheltering Arms Pool,238
07/04/2022,Manhattan,Thomas Jefferson Pool,509
07/04/2022,Manhattan,Tompkins Square Mini Pool,152
07/04/2022,Manhattan,Vesuvio Mini Pool,50
07/04/2022,Manhattan,Wagner Pool,395
07/04/2022,Queens,Astoria Pool,2954
07/04/2022,Queens,Fisher Pool,681
07/04/2022,Queens,Liberty Pool,391
07/04/2022,Queens,Marie Curie Park Mini Pool,126
07/04/2022,Queens,PS 186 Playground Mini Pool,95
07/04/2022,Queens,Totten Pool,442
07/04/2022,Queens,Windmuller Mini Pool,238
07/04/2022,Staten Island,Faber Pool,236
07/04/2022,Staten Island,General Douglas MacArthur Mini Pool,0
07/04/2022,Staten Island,Lyons Pool,340
07/04/2022,Staten Island,PS 14 Playground Mini Pool,0
07/04/2022,Staten Island,PS 46 Playground Mini Pool,58
07/04/2022,Staten Island,Tottenville Pool,294
07/04/2022,Staten Island,West Brighton Pool,144
07/05/2022,Bronx,Bronx River Playground Mini Pool,5
07/05/2022,Bronx,Claremont Pool,123
07/05/2022,Bronx,Crotona Pool,330
07/05/2022,Bronx,Edenwald Houses Mini Pool,0
07/05/2022,Bronx,Floating Pool,154
07/05/2022,Bronx,Haffen Pool,137
07/05/2022,Bronx,Mapes Pool,189
07/05/2022,Bronx,Mullaly Pool,172
07/05/2022,Bronx,Van Cortlandt Pool,268
07/05/2022,Brooklyn,Betsy Head Pool,199
07/05/2022,Brooklyn,Bushwick Pool,0
07/05/2022,Brooklyn,Commodore Barry Pool,173
07/05/2022,Brooklyn,David Fox / PS 251 Mini Pool,0
07/05/2022,Brooklyn,Douglas and DeGraw Pool,108
07/05/2022,Brooklyn,Glenwood Houses Mini Pool,18
07/05/2022,Brooklyn,Howard Pool,96
07/05/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,22
07/05/2022,Brooklyn,Kosciuszko Pool,398
07/05/2022,Brooklyn,Lindower Park Mini Pool,43
07/05/2022,Brooklyn,McCarren Park Pool,678
07/05/2022,Brooklyn,PS 20 Playground Mini Pool,0
07/05/2022,Brooklyn,Red Hook Pool,232
07/05/2022,Brooklyn,Sunset Park Pool,684
07/05/2022,Manhattan,Abe Lincoln Mini Pool,0
07/05/2022,Manhattan,Asser Levy Pool,176
07/05/2022,Manhattan,Dry Dock Pool,38
07/05/2022,Manhattan,Frederick Douglass Mini Pool,0
07/05/2022,Manhattan,Hamilton Fish Pool,231
07/05/2022,Manhattan,Highbridge Pool,154
07/05/2022,Manhattan,Jackie Robinson Pool,235
07/05/2022,Manhattan,John Jay Pool,166
07/05/2022,Manhattan,Marcus Garvey Pool,285
07/05/2022,Manhattan,Sheltering Arms Pool,120
07/05/2022,Manhattan,Thomas Jefferson Pool,195
07/05/2022,Manhattan,Tompkins Square Mini Pool,40
07/05/2022,Manhattan,Vesuvio Mini Pool,10
07/05/2022,Manhattan,Wagner Pool,113
07/05/2022,Queens,Astoria Pool,762
07/05/2022,Queens,Fisher Pool,267
07/05/2022,Queens,Liberty Pool,117
07/05/2022,Queens,Marie Curie Park Mini Pool,19
07/05/2022,Queens,PS 186 Playground Mini Pool,2
07/05/2022,Queens,Totten Pool,90
07/05/2022,Queens,Windmuller Mini Pool,124
07/05/2022,Staten Island,Faber Pool,122
07/05/2022,Staten Island,General Douglas MacArthur Mini Pool,0
07/05/2022,Staten Island,Lyons Pool,148
07/05/2022,Staten Island,PS 14 Playground Mini Pool,0
07/05/2022,Staten Island,PS 46 Playground Mini Pool,0
07/05/2022,Staten Island,Tottenville Pool,69
07/05/2022,Staten Island,West Brighton Pool,45
07/06/2022,Bronx,Bronx River Playground Mini Pool,25
07/06/2022,Bronx,Crotona Pool,1006
07/06/2022,Bronx,Edenwald Houses Mini Pool,48
07/06/2022,Bronx,Floating Pool,334
07/06/2022,Bronx,Haffen Pool,255
07/06/2022,Bronx,Mapes Pool,293
07/06/2022,Bronx,Mullaly Pool,297
07/06/2022,Bronx,Van Cortlandt Pool,509
07/06/2022,Brooklyn,Betsy Head Pool,602
07/06/2022,Brooklyn,Bushwick Pool,0
07/06/2022,Brooklyn,Commodore Barry Pool,202
07/06/2022,Brooklyn,David Fox / PS 251 Mini Pool,0
07/06/2022,Brooklyn,Douglas and DeGraw Pool,449
07/06/2022,Brooklyn,Glenwood Houses Mini Pool,42
07/06/2022,Brooklyn,Howard Pool,160
07/06/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,84
07/06/2022,Brooklyn,Kosciuszko Pool,452
07/06/2022,Brooklyn,Lindower Park Mini Pool,94
07/06/2022,Brooklyn,McCarren Park Pool,1750
07/06/2022,Brooklyn,PS 20 Playground Mini Pool,0
07/06/2022,Brooklyn,Red Hook Pool,537
07/06/2022,Brooklyn,Sunset Park Pool,832
07/06/2022,Manhattan,Abe Lincoln Mini Pool,0
07/06/2022,Manhattan,Asser Levy Pool,286
07/06/2022,Manhattan,Dry Dock Pool,241
07/06/2022,Manhattan,Frederick Douglass Mini Pool,0
07/06/2022,Manhattan,Hamilton Fish Pool,601
07/06/2022,Manhattan,Highbridge Pool,532
07/06/2022,Manhattan,Jackie Robinson Pool,404
07/06/2022,Manhattan,John Jay Pool,326
07/06/2022,Manhattan,Marcus Garvey Pool,412
07/06/2022,Manhattan,Sheltering Arms Pool,255
07/06/2022,Manhattan,Thomas Jefferson Pool,721
07/06/2022,Manhattan,Tompkins Square Mini Pool,78
07/06/2022,Manhattan,Vesuvio Mini Pool,84
07/06/2022,Manhattan,Wagner Pool,154
07/06/2022,Queens,Astoria Pool,1740
07/06/2022,Queens,Fisher Pool,480
07/06/2022,Queens,Liberty Pool,262
07/06/2022,Queens,Marie Curie Park Mini Pool,27
07/06/2022,Queens,PS 186 Playground Mini Pool,34
07/06/2022,Queens,Totten Pool,372
07/06/2022,Queens,Windmuller Mini Pool,261
07/06/2022,Staten Island,Faber Pool,231
07/06/2022,Staten Island,General Douglas MacArthur Mini Pool,0
07/06/2022,Staten Island,Lyons Pool,255
07/06/2022,Staten Island,PS 14 Playground Mini Pool,0
07/06/2022,Staten Island,PS 46 Playground Mini Pool,37
07/06/2022,Staten Island,Tottenville Pool,293
07/06/2022,Staten Island,West Brighton Pool,163
07/07/2022,Bronx,Bronx River Playground Mini Pool,39
07/07/2022,Bronx,Claremont Pool,130
07/07/2022,Bronx,Crotona Pool,320
07/07/2022,Bronx,Edenwald Houses Mini Pool,49
07/07/2022,Bronx,Floating Pool,162
07/07/2022,Bronx,Haffen Pool,273
07/07/2022,Bronx,Mapes Pool,113
07/07/2022,Bronx,Mullaly Pool,248
07/07/2022,Bronx,Van Cortlandt Pool,147
07/07/2022,Brooklyn,Betsy Head Pool,266
07/07/2022,Brooklyn,Bushwick Pool,0
07/07/2022,Brooklyn,Commodore Barry Pool,137
07/07/2022,Brooklyn,David Fox / PS 251 Mini Pool,0
07/07/2022,Brooklyn,Douglas and DeGraw Pool,153
07/07/2022,Brooklyn,Glenwood Houses Mini Pool,52
07/07/2022,Brooklyn,Howard Pool,124
07/07/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,108
07/07/2022,Brooklyn,Kosciuszko Pool,484
07/07/2022,Brooklyn,Lindower Park Mini Pool,49
07/07/2022,Brooklyn,McCarren Park Pool,692
07/07/2022,Brooklyn,PS 20 Playground Mini Pool,0
07/07/2022,Brooklyn,Red Hook Pool,275
07/07/2022,Brooklyn,Sunset Park Pool,414
07/07/2022,Manhattan,Abe Lincoln Mini Pool,0
07/07/2022,Manhattan,Asser Levy Pool,139
07/07/2022,Manhattan,Dry Dock Pool,120
07/07/2022,Manhattan,Frederick Douglass Mini Pool,0
07/07/2022,Manhattan,Hamilton Fish Pool,9916
07/07/2022,Manhattan,Highbridge Pool,430
07/07/2022,Manhattan,Jackie Robinson Pool,290
07/07/2022,Manhattan,John Jay Pool,227
07/07/2022,Manhattan,Marcus Garvey Pool,207
07/07/2022,Manhattan,Sheltering Arms Pool,126
07/07/2022,Manhattan,Thomas Jefferson Pool,255
07/07/2022,Manhattan,Tompkins Square Mini Pool,63
07/07/2022,Manhattan,Vesuvio Mini Pool,76
07/07/2022,Manhattan,Wagner Pool,135
07/07/2022,Queens,Astoria Pool,1128
07/07/2022,Queens,Fisher Pool,510
07/07/2022,Queens,Liberty Pool,145
07/07/2022,Queens,Marie Curie Park Mini Pool,112
07/07/2022,Queens,PS 186 Playground Mini Pool,28
07/07/2022,Queens,Totten Pool,173
07/07/2022,Queens,Windmuller Mini Pool,244
07/07/2022,Staten Island,Faber Pool,151
07/07/2022,Staten Island,General Douglas MacArthur Mini Pool,0
07/07/2022,Staten Island,Lyons Pool,200
07/07/2022,Staten Island,PS 14 Playground Mini Pool,0
07/07/2022,Staten Island,PS 46 Playground Mini Pool,24
07/07/2022,Staten Island,Tottenville Pool,104
07/07/2022,Staten Island,West Brighton Pool,153
07/08/2022,Bronx,Bronx River Playground Mini Pool,51
07/08/2022,Bronx,Claremont Pool,0
07/08/2022,Bronx,Crotona Pool,679
07/08/2022,Bronx,Edenwald Houses Mini Pool,53
07/08/2022,Bronx,Floating Pool,278
07/08/2022,Bronx,Haffen Pool,161
07/08/2022,Bronx,Mapes Pool,156
07/08/2022,Bronx,Mullaly Pool,280
07/08/2022,Bronx,Van Cortlandt Pool,350
07/08/2022,Brooklyn,Betsy Head Pool,253
07/08/2022,Brooklyn,Bushwick Pool,0
07/08/2022,Brooklyn,Commodore Barry Pool,111
07/08/2022,Brooklyn,David Fox / PS 251 Mini Pool,0
07/08/2022,Brooklyn,Douglas and DeGraw Pool,202
07/08/2022,Brooklyn,Glenwood Houses Mini Pool,20
07/08/2022,Brooklyn,Howard Pool,107
07/08/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,87
07/08/2022,Brooklyn,Kosciuszko Pool,604
07/08/2022,Brooklyn,Lindower Park Mini Pool,0
07/08/2022,Brooklyn,McCarren Park Pool,866
07/08/2022,Brooklyn,PS 20 Playground Mini Pool,20
07/08/2022,Brooklyn,Red Hook Pool,289
07/08/2022,Brooklyn,Sunset Park Pool,507
07/08/2022,Manhattan,Abe Lincoln Mini Pool,4
07/08/2022,Manhattan,Asser Levy Pool,44
07/08/2022,Manhattan,Dry Dock Pool,228
07/08/2022,Manhattan,Frederick Douglass Mini Pool,0
07/08/2022,Manhattan,Hamilton Fish Pool,373
07/08/2022,Manhattan,Highbridge Pool,749
07/08/2022,Manhattan,Jackie Robinson Pool,480
07/08/2022,Manhattan,John Jay Pool,312
07/08/2022,Manhattan,Marcus Garvey Pool,230
07/08/2022,Manhattan,Sheltering Arms Pool,141
07/08/2022,Manhattan,Thomas Jefferson Pool,261
07/08/2022,Manhattan,Tompkins Square Mini Pool,29
07/08/2022,Manhattan,Vesuvio Mini Pool,58
07/08/2022,Manhattan,Wagner Pool,130
07/08/2022,Queens,Astoria Pool,888
07/08/2022,Queens,Fisher Pool,420
07/08/2022,Queens,Liberty Pool,156
07/08/2022,Queens,Marie Curie Park Mini Pool,65
07/08/2022,Queens,PS 186 Playground Mini Pool,40
07/08/2022,Queens,Totten Pool,159
07/08/2022,Queens,Windmuller Mini Pool,194
07/08/2022,Staten Island,Faber Pool,209
07/08/2022,Staten Island,General Douglas MacArthur Mini Pool,15
07/08/2022,Staten Island,Lyons Pool,240
07/08/2022,Staten Island,PS 14 Playground Mini Pool,0
07/08/2022,Staten Island,PS 46 Playground Mini Pool,20
07/08/2022,Staten Island,Tottenville Pool,137
07/08/2022,Staten Island,West Brighton Pool,92
07/09/2022,Bronx,Bronx River Playground Mini Pool,84
07/09/2022,Bronx,Claremont Pool,230
07/09/2022,Bronx,Crotona Pool,862
07/09/2022,Bronx,Edenwald Houses Mini Pool,60
07/09/2022,Bronx,Floating Pool,480
07/09/2022,Bronx,Haffen Pool,376
07/09/2022,Bronx,Mapes Pool,300
07/09/2022,Bronx,Mullaly Pool,379
07/09/2022,Bronx,Van Cortlandt Pool,647
07/09/2022,Brooklyn,Betsy Head Pool,609
07/09/2022,Brooklyn,Bushwick Pool,0
07/09/2022,Brooklyn,Commodore Barry Pool,230
07/09/2022,Brooklyn,David Fox / PS 251 Mini Pool,52
07/09/2022,Brooklyn,Douglas and DeGraw Pool,429
07/09/2022,Brooklyn,Glenwood Houses Mini Pool,50
07/09/2022,Brooklyn,Howard Pool,233
07/09/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,135
07/09/2022,Brooklyn,Kosciuszko Pool,1048
07/09/2022,Brooklyn,Lindower Park Mini Pool,94
07/09/2022,Brooklyn,McCarren Park Pool,1612
07/09/2022,Brooklyn,PS 20 Playground Mini Pool,103
07/09/2022,Brooklyn,Red Hook Pool,547
07/09/2022,Brooklyn,Sunset Park Pool,599
07/09/2022,Manhattan,Abe Lincoln Mini Pool,48
07/09/2022,Manhattan,Asser Levy Pool,232
07/09/2022,Manhattan,Dry Dock Pool,281
07/09/2022,Manhattan,Frederick Douglass Mini Pool,56
07/09/2022,Manhattan,Hamilton Fish Pool,504
07/09/2022,Manhattan,Highbridge Pool,850
07/09/2022,Manhattan,Jackie Robinson Pool,472
07/09/2022,Manhattan,John Jay Pool,481
07/09/2022,Manhattan,Marcus Garvey Pool,406
07/09/2022,Manhattan,Sheltering Arms Pool,226
07/09/2022,Manhattan,Thomas Jefferson Pool,480
07/09/2022,Manhattan,Tompkins Square Mini Pool,96
07/09/2022,Manhattan,Vesuvio Mini Pool,125
07/09/2022,Manhattan,Wagner Pool,196
07/09/2022,Queens,Astoria Pool,2145
07/09/2022,Queens,Fisher Pool,526
07/09/2022,Queens,Liberty Pool,360
07/09/2022,Queens,Marie Curie Park Mini Pool,123
07/09/2022,Queens,PS 186 Playground Mini Pool,60
07/09/2022,Queens,Totten Pool,313
07/09/2022,Queens,Windmuller Mini Pool,306
07/09/2022,Staten Island,Faber Pool,231
07/09/2022,Staten Island,General Douglas MacArthur Mini Pool,33
07/09/2022,Staten Island,Lyons Pool,345
07/09/2022,Staten Island,PS 14 Playground Mini Pool,50
07/09/2022,Staten Island,PS 46 Playground Mini Pool,25
07/09/2022,Staten Island,Tottenville Pool,320
07/09/2022,Staten Island,West Brighton Pool,175
07/10/2022,Bronx,Bronx River Playground Mini Pool,92
07/10/2022,Bronx,Claremont Pool,302
07/10/2022,Bronx,Crotona Pool,864
07/10/2022,Bronx,Edenwald Houses Mini Pool,53
07/10/2022,Bronx,Floating Pool,835
07/10/2022,Bronx,Haffen Pool,342
07/10/2022,Bronx,Mapes Pool,274
07/10/2022,Bronx,Mullaly Pool,478
07/10/2022,Bronx,Van Cortlandt Pool,797
07/10/2022,Brooklyn,Betsy Head Pool,558
07/10/2022,Brooklyn,Bushwick Pool,0
07/10/2022,Brooklyn,Commodore Barry Pool,256
07/10/2022,Brooklyn,David Fox / PS 251 Mini Pool,60
07/10/2022,Brooklyn,Douglas and DeGraw Pool,503
07/10/2022,Brooklyn,Glenwood Houses Mini Pool,43
07/10/2022,Brooklyn,Howard Pool,179
07/10/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,114
07/10/2022,Brooklyn,Kosciuszko Pool,796
07/10/2022,Brooklyn,Lindower Park Mini Pool,84
07/10/2022,Brooklyn,McCarren Park Pool,1872
07/10/2022,Brooklyn,PS 20 Playground Mini Pool,817
07/10/2022,Brooklyn,Red Hook Pool,801
07/10/2022,Brooklyn,Sunset Park Pool,931
07/10/2022,Manhattan,Abe Lincoln Mini Pool,88
07/10/2022,Manhattan,Asser Levy Pool,240
07/10/2022,Manhattan,Dry Dock Pool,375
07/10/2022,Manhattan,Frederick Douglass Mini Pool,56
07/10/2022,Manhattan,Hamilton Fish Pool,710
07/10/2022,Manhattan,Highbridge Pool,1247
07/10/2022,Manhattan,Jackie Robinson Pool,562
07/10/2022,Manhattan,John Jay Pool,646
07/10/2022,Manhattan,Marcus Garvey Pool,491
07/10/2022,Manhattan,Sheltering Arms Pool,191
07/10/2022,Manhattan,Thomas Jefferson Pool,289
07/10/2022,Manhattan,Tompkins Square Mini Pool,97
07/10/2022,Manhattan,Vesuvio Mini Pool,91
07/10/2022,Manhattan,Wagner Pool,313
07/10/2022,Queens,Astoria Pool,2847
07/10/2022,Queens,Fisher Pool,439
07/10/2022,Queens,Liberty Pool,314
07/10/2022,Queens,Marie Curie Park Mini Pool,143
07/10/2022,Queens,PS 186 Playground Mini Pool,47
07/10/2022,Queens,Totten Pool,308
07/10/2022,Queens,Windmuller Mini Pool,231
07/10/2022,Staten Island,Faber Pool,313
07/10/2022,Staten Island,General Douglas MacArthur Mini Pool,70
07/10/2022,Staten Island,Lyons Pool,450
07/10/2022,Staten Island,PS 14 Playground Mini Pool,46
07/10/2022,Staten Island,PS 46 Playground Mini Pool,47
07/10/2022,Staten Island,Tottenville Pool,389
07/10/2022,Staten Island,West Brighton Pool,202
07/11/2022,Bronx,Bronx River Playground Mini Pool,63
07/11/2022,Bronx,Claremont Pool,213
07/11/2022,Bronx,Crotona Pool,597
07/11/2022,Bronx,Edenwald Houses Mini Pool,85
07/11/2022,Bronx,Floating Pool,316
07/11/2022,Bronx,Haffen Pool,269
07/11/2022,Bronx,Mapes Pool,285
07/11/2022,Bronx,Mullaly Pool,359
07/11/2022,Bronx,Van Cortlandt Pool,525
07/11/2022,Brooklyn,Betsy Head Pool,408
07/11/2022,Brooklyn,Bushwick Pool,0
07/11/2022,Brooklyn,Commodore Barry Pool,178
07/11/2022,Brooklyn,David Fox / PS 251 Mini Pool,70
07/11/2022,Brooklyn,Douglas and DeGraw Pool,277
07/11/2022,Brooklyn,Glenwood Houses Mini Pool,0
07/11/2022,Brooklyn,Howard Pool,111
07/11/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,111
07/11/2022,Brooklyn,Kosciuszko Pool,757
07/11/2022,Brooklyn,Lindower Park Mini Pool,55
07/11/2022,Brooklyn,McCarren Park Pool,1230
07/11/2022,Brooklyn,PS 20 Playground Mini Pool,43
07/11/2022,Brooklyn,Red Hook Pool,382
07/11/2022,Brooklyn,Sunset Park Pool,548
07/11/2022,Manhattan,Abe Lincoln Mini Pool,64
07/11/2022,Manhattan,Asser Levy Pool,200
07/11/2022,Manhattan,Dry Dock Pool,170
07/11/2022,Manhattan,Frederick Douglass Mini Pool,52
07/11/2022,Manhattan,Hamilton Fish Pool,460
07/11/2022,Manhattan,Highbridge Pool,757
07/11/2022,Manhattan,Jackie Robinson Pool,417
07/11/2022,Manhattan,John Jay Pool,421
07/11/2022,Manhattan,Marcus Garvey Pool,457
07/11/2022,Manhattan,Sheltering Arms Pool,152
07/11/2022,Manhattan,Thomas Jefferson Pool,357
07/11/2022,Manhattan,Tompkins Square Mini Pool,50
07/11/2022,Manhattan,Vesuvio Mini Pool,61
07/11/2022,Manhattan,Wagner Pool,202
07/11/2022,Queens,Astoria Pool,1655
07/11/2022,Queens,Fisher Pool,470
07/11/2022,Queens,Liberty Pool,214
07/11/2022,Queens,Marie Curie Park Mini Pool,77
07/11/2022,Queens,PS 186 Playground Mini Pool,75
07/11/2022,Queens,Totten Pool,241
07/11/2022,Queens,Windmuller Mini Pool,273
07/11/2022,Staten Island,Faber Pool,164
07/11/2022,Staten Island,General Douglas MacArthur Mini Pool,74
07/11/2022,Staten Island,Lyons Pool,270
07/11/2022,Staten Island,PS 14 Playground Mini Pool,96
07/11/2022,Staten Island,PS 46 Playground Mini Pool,72
07/11/2022,Staten Island,Tottenville Pool,214
07/11/2022,Staten Island,West Brighton Pool,97
07/12/2022,Bronx,Bronx River Playground Mini Pool,42
07/12/2022,Bronx,Claremont Pool,135
07/12/2022,Bronx,Crotona Pool,635
07/12/2022,Bronx,Edenwald Houses Mini Pool,73
07/12/2022,Bronx,Floating Pool,435
07/12/2022,Bronx,Haffen Pool,341
07/12/2022,Bronx,Mapes Pool,272
07/12/2022,Bronx,Mullaly Pool,408
07/12/2022,Bronx,Van Cortlandt Pool,653
07/12/2022,Brooklyn,Betsy Head Pool,484
07/12/2022,Brooklyn,Bushwick Pool,0
07/12/2022,Brooklyn,Commodore Barry Pool,194
07/12/2022,Brooklyn,David Fox / PS 251 Mini Pool,0
07/12/2022,Brooklyn,Douglas and DeGraw Pool,410
07/12/2022,Brooklyn,Glenwood Houses Mini Pool,0
07/12/2022,Brooklyn,Howard Pool,151
07/12/2022,Brooklyn,JHS 57 / HS 26 Mini Pool,182
07/12/2022,Brooklyn,Kosciuszko Pool,746
07/12/2022,Brooklyn,Lindower Park Mini Pool,69
07/12/2022,Brooklyn,McCarren Park Pool,1537
07/12/2022,Brooklyn,PS 20 Playground Mini Pool,68
07/12/2022,Brooklyn,Red Hook Pool,640
07/12/2022,Brooklyn,Sunset Park Pool,993
07/12/2022,Manhattan,Abe Lincoln Mini Pool,47
07/12/2022,Manhattan,Asser Levy Pool,244
07/12/2022,Manhattan,Dry Dock Pool,226
07/12/2022,Manhattan,Frederick Douglass Mini Pool,46
07/12/2022,Manhattan,Hamilton Fish Pool,603
07/12/2022,Manhattan,Highbridge Pool,1238
07/12/2022,Manhattan,Jackie Robinson Pool,563
07/12/2022,Manhattan,John Jay Pool,433
07/12/2022,Manhattan,Marcus Garvey Pool,590
07/12/2022,Manhattan,Sheltering Arms Pool,241
07/12/2022,Manhattan,Thomas Jefferson Pool,323
07/12/2022,Manhattan,Tompkins Square Mini Pool,55
07/12/2022,Manhattan,Vesuvio Mini Pool,73
07/12/2022,Manhattan,Wagner Pool,220
07/12/2022,Queens,Astoria Pool,1819
07/12/2022,Queens,Fisher Pool,509
07/12/2022,Queens,Liberty Pool,263
07/12/2022,Queens,Marie Curie Park Mini Pool,106
