Day,Borough,Swimming Pool,Program Type,Male Registration,Female Registration,Total Registration,Male Attendance,Female Attendance,Total Attendance
07/23/2019,Manhattan,Tony Dapolito,Night Owl,2,0,2,9,8,17
07/23/2019,Manhattan,Marcus Garvey,Night Owl,1,2,3,8,4,12
07/23/2019,Manhattan,Asser Levy,Night Owl,1,1,2,8,4,12
07/23/2019,Manhattan,Lasker,Night Owl,2,2,4,18,15,33
07/23/2019,Manhattan,John Jay,Night Owl,12,14,26,28,17,45
07/23/2019,Manhattan,Hamilton Fish,Night Owl,6,3,9,38,17,55
07/22/2019,Staten Island,Lyons,Night Owl,0,0,0,0,0,0
07/22/2019,Queens,Astoria,Night Owl,0,1,1,0,0,0
07/22/2019,Bronx,Crotona,Night Owl,0,0,0,0,0,0
07/22/2019,Bronx,Van Cortlandt,Night Owl,0,0,0,0,0,0
07/22/2019,Brooklyn,Sunset,Night Owl,0,0,0,0,0,0
07/22/2019,Brooklyn,McCarren,Night Owl,0,0,0,0,0,0
07/22/2019,Brooklyn,McCarren,Night Owl,0,0,0,0,0,0
07/22/2019,Manhattan,Tony Dapolito,Night Owl,0,0,0,0,0,0
07/22/2019,Manhattan,Asser Levy,Night Owl,0,0,0,0,0,0
07/22/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,0,0,0
07/22/2019,Manhattan,Asser Levy,Night Owl,0,0,0,0,0,0
07/22/2019,Manhattan,Lasker,Night Owl,0,0,0,0,0,0
07/22/2019,Manhattan,Lasker,Night Owl,0,0,0,0,0,0
07/22/2019,Manhattan,John Jay,Night Owl,0,0,0,0,0,0
07/22/2019,Manhattan,Hamilton Fish,Night Owl,0,0,0,0,0,0
07/19/2019,Staten Island,Lyons,Night Owl,0,0,0,0,0,0
07/19/2019,Queens,Astoria,Night Owl,1,3,4,0,0,0
07/19/2019,Bronx,Crotona,Night Owl,0,1,1,0,,0
07/19/2019,Bronx,Van Cortlandt,Night Owl,0,0,0,0,0,0
07/19/2019,Brooklyn,Sunset,Night Owl,0,0,0,0,0,0
07/19/2019,Brooklyn,Red Hook,Night Owl,0,0,0,0,0,0
07/19/2019,Brooklyn,McCarren,Night Owl,0,0,0,0,0,0
07/19/2019,Manhattan,Tony Dapolito,Night Owl,0,0,0,0,0,0
07/19/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,0,0,0
07/19/2019,Manhattan,Asser Levy,Night Owl,0,0,0,0,0,0
07/19/2019,Manhattan,Lasker,Night Owl,0,0,0,0,0,0
07/19/2019,Manhattan,John Jay,Night Owl,0,0,0,0,0,0
07/19/2019,Manhattan,Hamilton Fish,Night Owl,0,0,0,0,0,0
07/18/2019,Staten Island,Lyons,Night Owl,0,1,1,4,2,6
07/18/2819,Queens,Astoria,Night Owl,4,2,6,23,11,34
07/18/2019,Bronx,Crotona,Night Owl,0,0,0,2,0,2
07/18/2019,Bronx,Van Cortlandt,Night Owl,0,2,2,6,17,23
07/18/2019,Brooklyn,Sunset,Night Owl,3,3,6,13,25,38
07/18/2019,Brooklyn,Red Hook,Night Owl,0,1,1,5,6,11
07/18/2019,Brooklyn,McCarren,Night Owl,6,4,10,32,28,60
07/18/2019,Manhattan,Tony Dapolito,Night Owl,1,28,29,6,,6
07/18/2019,Manhattan,Marcus Garvey,Night Owl,0,0,0,6,7,13
07/18/2019,Manhattan,Asser Levy,Night Owl,3,3,6,16,12,28
07/18/2019,Manhattan,Lasker,Night Owl,5,1,6,22,15,37
07/18/2019,Manhattan,John Jay,Night Owl,5,7,12,17,16,33
07/18/2019,Manhattan,Hamilton Fish,Night Owl,4,2,6,22,15,37
07/17/2019,Staten Island,Lyons,Night Owl,0,7,7,6,19,25
07/17/2019,Queens,Astoria,Night Owl,0,0,0,0,0,0
07/17/2019,Bronx,Crotona,Night Owl,0,7,7,5,18,23
07/17/2019,Bronx,Van Cortlandt,Night Owl,2,2,4,6,11,17
07/17/2019,Brooklyn,Sunset,Night Owl,2,11,13,23,24,47
07/17/2019,Brooklyn,Red Hook,Night Owl,3,4,7,16,16,32
07/17/2019,Brooklyn,McCarren,Night Owl,10,17,27,44,51,95
07/17/2019,Manhattan,Tony Dapolito,Night Owl,2,6,8,10,13,23
07/17/2019,Manhattan,Marcus Garvey,Night Owl,6,6,12,8,13,21
07/17/2019,Manhattan,Asser Levy,Night Owl,9,2,11,20,16,36
07/17/2019,Manhattan,Lasker,Night Owl,5,10,15,27,25,52
07/17/2019,Manhattan,John Jay,Early Bird,8,16,24,35,42,77
07/17/2019,Manhattan,Hamilton Fish,Night Owl,15,12,27,41,45,86
07/16/2019,Staten Island,Lyons,Night Owl,0,0,0,0,0,0
07/16/2019,Queens,Astoria,Night Owl,13,15,28,13,15,28
07/16/2019,Bronx,Crotona,Night Owl,2,2,4,6,5,11
07/16/2019,Bronx,Van Cortlandt,Night Owl,5,8,13,10,30,40
07/16/2019,Brooklyn,Sunset,Night Owl,14,20,34,46,48,94
07/16/2019,Brooklyn,Red Hook,Night Owl,13,15,28,30,29,59
07/16/2019,Brooklyn,McCarren,Night Owl,32,53,85,98,106,204
07/16/2019,Manhattan,Tony Dapolito,Night Owl,3,4,7,13,14,27
07/16/2019,Manhattan,Marcus Garvey,Night Owl,5,9,14,13,26,39
07/16/2019,Manhattan,Asser Levy,Night Owl,10,9,19,31,24,55
07/16/2019,Manhattan,Lasker,Night Owl,6,22,28,22,66,88
07/16/2019,Manhattan,John Jay,Night Owl,19,34,53,51,77,128
07/16/2019,Manhattan,Hamilton Fish,Night Owl,18,24,42,53,58,111
07/15/2019,Staten Island,Lyons,Night Owl,4,4,8,15,15,30
07/15/2019,Queens,Astoria,Night Owl,26,37,63,74,82,156
07/15/2019,Bronx,Crotona,Night Owl,0,0,0,3,1,4
07/15/2019,Bronx,Van Cortlandt,Night Owl,4,3,7,14,9,23
07/15/2019,Brooklyn,Sunset,Night Owl,13,24,37,36,49,85
07/15/2019,Brooklyn,Red Hook,Night Owl,10,15,25,34,37,71
07/15/2019,Brooklyn,McCarren,Night Owl,43,53,96,98,116,214
07/15/2019,Manhattan,Tony Dapolito,Night Owl,13,8,21,23,20,43
07/15/2019,Manhattan,Marcus Garvey,Night Owl,4,9,13,13,20,33
07/15/2019,Manhattan,Asser Levy,Night Owl,5,5,10,24,21,45
07/15/2019,Manhattan,Lasker,Night Owl,17,28,45,42,48,90
07/15/2019,Manhattan,John Jay,Night Owl,24,34,58,38,51,89
07/15/2019,Manhattan,Hamilton Fish,Night Owl,33,36,69,58,79,137
07/15/2019,Manhattan,Hamilton Fish,Night Owl,33,36,69,21,58,79
07/12/2019,Staten Island,Lyons,Night Owl,6,5,11,13,21,34
07/12/2019,Queens,Astoria,Night Owl,14,25,39,55,79,134
07/12/2019,Bronx,Crotona,Night Owl,0,0,0,2,1,3
07/12/2019,Bronx,Van Cortlandt,Night Owl,6,6,12,18,16,34
07/12/2019,Brooklyn,Sunset,Night Owl,3,9,12,26,30,56
07/12/2019,Brooklyn,Red Hook,Night Owl,9,11,20,24,35,59
07/12/2019,Brooklyn,McCarren,Night Owl,35,39,74,74,82,156
07/11/2019,Manhattan,Tony Dapolito,Night Owl,7,6,13,16,14,30
07/11/2019,Manhattan,Marcus Garvey,Night Owl,4,2,6,11,16,27
07/11/2019,Manhattan,Asser Levy,Night Owl,3,9,12,13,15,28
07/11/2019,Manhattan,Lasker,Night Owl,11,11,22,38,42,80
07/12/2019,Manhattan,John Jay,Night Owl,4,10,14,41,45,86
07/12/2019,Manhattan,Hamilton Fish,Night Owl,17,18,35,45,41,86
07/11/2019,Staten Island,Lyons,Night Owl,0,0,0,0,0,0
07/11/2019,Queens,Astoria,Night Owl,3,1,4,9,6,15
07/11/2019,Bronx,Crotona,Night Owl,0,0,0,0,0,0
07/11/2019,Bronx,Van Cortlandt,Night Owl,0,0,0,2,1,3
07/11/2019,Brooklyn,Sunset,Night Owl,1,0,1,9,1,10
07/11/2019,Brooklyn,Red Hook,Night Owl,2,2,4,7,4,11
07/11/2019,Brooklyn,McCarren,Night Owl,5,4,9,13,14,27
07/11/2019,Manhattan,Tony Dapolito,Night Owl,1,0,1,5,1,6
07/11/2019,Manhattan,Marcus Garvey,Night Owl,4,1,5,5,2,7
07/11/2019,Manhattan,Asser Levy,Night Owl,0,0,0,3,5,8
07/11/2019,Manhattan,Lasker,Night Owl,1,1,2,4,3,7
07/11/2019,Manhattan,John Jay,Night Owl,11,13,24,10,6,16
07/11/2019,Manhattan,Hamilton Fish,Night Owl,5,4,9,14,11,25
07/10/2019,Staten Island,Lyons,Night Owl,4,8,12,14,15,29
07/10/2019,Queens,Astoria,Night Owl,28,25,53,62,59,121
07/10/2019,Bronx,Crotona,Night Owl,1,3,4,5,5,10
07/10/2019,Bronx,Van Cortlandt,Night Owl,6,9,15,13,27,40
07/10/2019,Brooklyn,Sunset,Night Owl,6,17,23,25,41,66
07/10/2019,Brooklyn,Red Hook,Night Owl,16,16,32,24,25,49
07/10/2019,Brooklyn,McCarren,Night Owl,35,49,84,72,77,149
07/10/2019,Manhattan,Tony Dapolito,Night Owl,5,7,12,11,16,27
07/10/2019,Manhattan,Marcus Garvey,Night Owl,5,8,13,8,18,26
07/10/2019,Manhattan,Asser Levy,Night Owl,5,12,17,15,29,44
07/10/2019,Manhattan,Lasker,Night Owl,25,24,49,45,52,97
07/10/2019,Manhattan,John Jay,Night Owl,29,37,66,44,46,90
07/10/2019,Manhattan,Hamilton Fish,Night Owl,16,28,44,50,47,97
07/09/2019,Staten Island,Lyons,Night Owl,3,13,16,11,18,29
07/09/2019,Queens,Astoria,Night Owl,35,40,75,55,67,122
07/09/2019,Bronx,Crotona,Night Owl,4,14,18,4,14,18
07/09/2019,Brooklyn,Sunset,Night Owl,15,25,40,44,35,79
07/09/2019,Bronx,Van Cortlandt,Night Owl,10,21,31,15,33,48
07/09/2019,Brooklyn,Red Hook,Night Owl,28,33,61,36,40,76
07/09/2019,Brooklyn,McCarren,Early Bird,56,69,125,87,92,179
07/09/2019,Manhattan,Tony Dapolito,Night Owl,10,19,29,17,27,44
07/09/2019,Manhattan,Marcus Garvey,Night Owl,8,15,23,12,22,34
07/09/2019,Manhattan,Asser Levy,Night Owl,16,23,39,23,29,52
07/09/2019,Manhattan,Lasker,Night Owl,26,45,71,63,50,113
07/09/2019,Manhattan,John Jay,Night Owl,43,43,86,53,58,111
07/09/2019,Manhattan,Hamilton Fish,Night Owl,23,36,59,45,49,94
07/08/2019,Staten Island,Lyons,Night Owl,7,7,14,12,15,27
07/08/2019,Queens,Astoria,Night Owl,37,53,90,52,72,124
07/08/2019,Bronx,Crotona,Night Owl,2,1,3,3,6,9
07/08/2019,Bronx,Van Cortlandt,Night Owl,10,22,32,16,26,42
07/08/2019,Brooklyn,Sunset,Night Owl,28,43,71,37,51,88
07/08/2019,Brooklyn,Red Hook,Night Owl,10,21,31,20,27,47
07/08/2019,Brooklyn,McCarren,Night Owl,57,57,114,72,76,148
07/08/2019,Manhattan,Tony Dapolito,Night Owl,10,8,18,13,12,25
07/08/2019,Manhattan,Marcus Garvey,Night Owl,8,14,22,10,19,29
07/08/2019,Manhattan,Asser Levy,Night Owl,11,10,21,15,19,34
07/08/2019,Manhattan,Lasker,Night Owl,25,32,57,34,42,76
07/08/2019,Manhattan,John Jay,Night Owl,56,46,102,61,46,107
07/08/2019,Manhattan,Hamilton Fish,Night Owl,34,24,58,58,34,92
07/05/2019,Staten Island,Lyons,Night Owl,13,11,24,12,10,22
07/05/2019,Queens,Astoria,Night Owl,64,75,139,49,75,124
07/05/2019,Bronx,Crotona,Night Owl,3,4,7,3,4,7
07/05/2019,Bronx,Van Cortlandt,Night Owl,7,16,23,8,16,24
07/05/2019,Brooklyn,Sunset,Night Owl,27,37,64,27,37,64
07/05/2019,Brooklyn,Red Hook,Night Owl,23,21,44,23,21,44
07/05/2019,Brooklyn,McCarren,Night Owl,46,64,110,42,64,106
07/05/2019,Manhattan,Tony Dapolito,Night Owl,5,10,15,5,10,15
07/05/2019,Manhattan,Marcus Garvey,Night Owl,5,12,17,3,8,11
07/05/2019,Manhattan,Asser Levy,Night Owl,11,15,26,12,25,37
07/05/2019,Manhattan,Lasker,Night Owl,21,23,44,41,51,92
07/05/2019,Manhattan,John Jay,Night Owl,28,41,69,27,46,73
07/05/2019,Manhattan,Hamilton Fish,Night Owl,30,30,60,38,30,68
08/30/2019,Staten Island,Lyons,Early Bird,0,0,0,8,9,17
08/30/2019,Queens,Astoria,Early Bird,0,0,0,21,28,49
08/30/2019,Bronx,Crotona,Early Bird,0,0,0,2,2,4
08/30/2019,Bronx,Van Cortlandt,Early Bird,0,0,0,20,15,35
08/30/2019,Brooklyn,Kosciuszko,Early Bird,0,1,1,7,5,12
08/30/2019,Brooklyn,Red Hook,Early Bird,0,0,0,15,29,44
08/30/2019,Brooklyn,Sunset,Early Bird,0,0,0,26,32,58
08/30/2019,Brooklyn,McCarren,Early Bird,0,0,0,68,72,140
08/30/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,8,7,15
08/30/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,13,22,35
08/30/2019,Manhattan,Jackie Robinson,Early Bird,0,0,0,11,20,31
08/30/2019,Manhattan,Asser Levy,Early Bird,0,0,0,19,23,42
08/30/2019,Manhattan,Lasker,Early Bird,0,5,5,27,1,28
08/30/2019,Manhattan,Hamilton Fish,Early Bird,0,0,0,22,30,52
08/30/2019,Manhattan,John Jay,Early Bird,0,0,0,30,40,70
08/29/2019,Staten Island,Lyons,Early Bird,0,0,0,7,8,15
08/29/2019,Queens,Astoria,Early Bird,1,0,1,36,34,70
08/29/2019,Bronx,Crotona,Early Bird,0,0,0,1,1,2
08/29/2019,Bronx,Van Cortlandt,Early Bird,0,0,0,18,10,28
08/29/2019,Brooklyn,Kosciuszko,Early Bird,2,0,2,12,6,18
08/29/2019,Brooklyn,Red Hook,Early Bird,0,1,1,16,22,38
08/29/2019,Brooklyn,Sunset,Early Bird,1,0,1,23,27,50
08/29/2019,Brooklyn,McCarren,Early Bird,1,2,3,49,58,107
08/29/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,11,7,18
08/29/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,10,14,24
08/29/2019,Manhattan,Jackie Robinson,Early Bird,1,1,2,9,25,34
08/29/2019,Manhattan,Asser Levy,Early Bird,0,0,0,11,22,33
08/29/2019,Manhattan,John Jay,Early Bird,1,1,2,32,30,62
08/29/2019,Manhattan,Lasker,Early Bird,0,0,0,23,33,56
08/29/2019,Manhattan,Hamilton Fish,Early Bird,0,0,0,16,20,36
08/28/2019,Staten Island,Lyons,Early Bird,0,0,0,7,6,13
08/28/2019,Queens,Astoria,Early Bird,1,0,1,33,37,70
08/28/2019,Bronx,Crotona,Early Bird,0,0,0,0,1,1
08/28/2019,Bronx,Van Cortlandt,Early Bird,0,0,0,17,17,34
08/28/2019,Brooklyn,Kosciuszko,Early Bird,1,0,1,7,6,13
08/28/2019,Brooklyn,Red Hook,Early Bird,0,0,0,18,21,39
08/28/2019,Brooklyn,Sunset,Early Bird,1,0,1,22,26,48
08/28/2019,Brooklyn,McCarren,Early Bird,3,2,5,57,44,101
08/28/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,9,9,18
08/28/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,7,12,19
08/28/2019,Manhattan,Jackie Robinson,Early Bird,0,0,0,8,16,24
08/28/2019,Manhattan,Asser Levy,Early Bird,0,0,0,18,24,42
08/28/2019,Manhattan,John Jay,Early Bird,2,1,3,18,33,51
08/28/2019,Manhattan,Lasker,Early Bird,1,1,2,22,34,56
08/28/2019,Manhattan,Hamilton Fish,Early Bird,0,0,0,29,32,61
08/27/2019,Staten Island,Lyons,Early Bird,0,0,0,4,6,10
08/27/2019,Queens,Astoria,Early Bird,1,1,2,34,33,67
08/27/2019,Bronx,Crotona,Early Bird,0,0,0,2,1,3
08/27/2019,Bronx,Van Cortlandt,Early Bird,0,0,0,15,7,22
08/27/2019,Brooklyn,Kosciuszko,Early Bird,0,0,0,8,25,33
08/27/2019,Brooklyn,Red Hook,Early Bird,1,0,1,15,14,29
08/27/2019,Brooklyn,Sunset,Early Bird,0,0,0,19,24,43
08/27/2019,Brooklyn,McCarren,Early Bird,1,4,5,46,59,105
08/27/2019,Manhattan,Thomas Jefferson,Early Bird,1,0,1,8,8,16
08/27/2019,Manhattan,Tony Dapolito,Early Bird,0,1,1,8,14,22
08/27/2019,Manhattan,Jackie Robinson,Early Bird,1,0,1,6,17,23
08/27/2019,Manhattan,Asser Levy,Early Bird,1,0,1,14,15,29
08/27/2019,Manhattan,John Jay,Early Bird,1,0,1,27,24,51
08/27/2019,Manhattan,Lasker,Early Bird,0,0,0,19,35,54
08/27/2019,Manhattan,Hamilton Fish,Early Bird,0,0,0,26,28,54
08/26/2019,Staten Island,Lyons,Early Bird,0,0,0,4,3,7
08/26/2019,Manhattan,Astoria,Early Bird,0,1,1,29,31,60
08/26/2019,Bronx,Crotona,Early Bird,0,0,0,1,3,4
08/26/2019,Bronx,Van Cortlandt,Early Bird,0,0,0,19,8,27
08/26/2019,Brooklyn,Kosciuszko,Early Bird,0,1,1,5,8,13
08/26/2019,Brooklyn,Red Hook,Early Bird,2,0,2,16,12,28
08/26/2019,Brooklyn,Sunset,Early Bird,0,2,2,16,25,41
08/26/2019,Brooklyn,McCarren,Early Bird,1,1,2,38,29,67
08/26/2019,Manhattan,Thomas Jefferson,Early Bird,1,2,3,10,7,17
08/26/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,5,11,16
08/26/2019,Manhattan,Jackie Robinson,Early Bird,0,0,0,7,16,23
08/26/2019,Manhattan,Asser Levy,Early Bird,0,2,2,16,17,33
08/26/2019,Manhattan,John Jay,Early Bird,2,2,4,20,25,45
08/26/2019,Manhattan,Lasker,Early Bird,2,0,2,15,22,37
08/26/2019,Manhattan,Hamilton Fish,Early Bird,1,0,1,20,22,42
08/23/2019,Staten Island,Lyons,Early Bird,0,0,0,6,11,17
08/23/2019,Queens,Astoria,Early Bird,0,1,1,36,36,72
08/23/2019,Bronx,Crotona,Early Bird,0,0,0,3,2,5
08/23/2019,Bronx,Van Cortlandt,Early Bird,0,0,0,0,0,0
08/23/2019,Brooklyn,Kosciuszko,Early Bird,0,0,0,8,6,14
08/23/2019,Brooklyn,Sunset,Early Bird,0,0,0,0,0,0
08/23/2019,Brooklyn,Red Hook,Early Bird,1,2,3,13,22,35
08/23/2019,Brooklyn,McCarren,Early Bird,2,1,3,56,38,94
08/23/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,6,5,11
08/23/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,13,9,22
08/23/2019,Manhattan,Jackie Robinson,Early Bird,0,0,0,12,21,33
08/23/2019,Manhattan,Asser Levy,Early Bird,0,1,1,14,20,34
08/23/2019,Manhattan,John Jay,Early Bird,3,3,6,22,27,49
08/23/2019,Manhattan,Lasker,Early Bird,0,1,1,25,33,58
08/23/2019,Manhattan,Hamilton Fish,Early Bird,1,0,1,29,37,66
08/22/2019,Staten Island,Lyons,Early Bird,0,0,0,8,8,16
08/22/2019,Queens,Astoria,Early Bird,1,3,4,49,50,99
08/22/2019,Bronx,Crotona,Early Bird,0,0,0,4,1,5
08/22/2019,Bronx,Van Cortlandt,Early Bird,0,0,0,17,9,26
08/22/2019,Brooklyn,Kosciuszko,Early Bird,2,3,5,14,19,33
08/22/2019,Brooklyn,Red Hook,Early Bird,0,0,0,15,16,31
08/22/2019,Brooklyn,Sunset,Early Bird,1,2,3,22,26,48
08/22/2019,Brooklyn,McCarren,Early Bird,7,6,13,74,59,133
08/22/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,12,11,23
08/22/2019,Manhattan,Tony Dapolito,Early Bird,0,1,1,10,15,25
08/22/2019,Manhattan,Jackie Robinson,Early Bird,0,2,2,8,25,33
08/22/2019,Manhattan,Asser Levy,Early Bird,2,1,3,17,24,41
08/22/2019,Manhattan,John Jay,Early Bird,1,3,4,34,39,73
08/22/2019,Manhattan,Lasker,Early Bird,6,6,12,35,42,77
08/22/2019,Manhattan,Hamilton Fish,Early Bird,1,1,2,41,38,79
08/21/2019,Staten Island,Lyons,Early Bird,0,0,0,9,8,17
08/21/2019,Queens,Astoria,Early Bird,1,0,1,4,35,39
08/21/2019,Bronx,Crotona,Early Bird,0,0,0,3,4,7
08/21/2019,Bronx,Van Cortlandt,Early Bird,3,0,3,23,10,33
08/21/2019,Brooklyn,Kosciuszko,Early Bird,1,3,4,10,4,14
08/21/2019,Brooklyn,Red Hook,Early Bird,0,1,1,18,19,37
08/21/2019,Brooklyn,Sunset,Early Bird,0,0,0,29,30,59
08/21/2019,Brooklyn,McCarren,Early Bird,1,4,5,65,72,137
08/21/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,9,8,17
08/21/2019,Manhattan,Tony Dapolito,Early Bird,1,1,2,9,17,26
08/21/2019,Manhattan,Jackie Robinson,Early Bird,0,0,0,14,25,39
08/21/2019,Manhattan,Asser Levy,Early Bird,0,0,0,14,25,39
08/21/2019,Manhattan,John Jay,Early Bird,3,0,3,33,37,70
08/21/2019,Manhattan,Lasker,Early Bird,3,2,5,31,40,71
08/21/2019,Manhattan,Hamilton Fish,Early Bird,0,2,2,37,50,87
08/20/2019,Staten Island,Lyons,Early Bird,1,0,1,9,8,17
08/20/2019,Queens,Astoria,Early Bird,0,1,1,49,63,112
08/20/2019,Bronx,Crotona,Early Bird,0,0,0,1,2,3
08/20/2019,Bronx,Van Cortlandt,Early Bird,1,0,1,21,17,38
08/20/2019,Brooklyn,Kosciuszko,Early Bird,0,0,0,0,0,0
08/20/2019,Brooklyn,Red Hook,Early Bird,2,1,3,26,23,49
08/20/2019,Brooklyn,Sunset,Early Bird,0,2,2,29,39,68
08/20/2019,Brooklyn,McCarren,Early Bird,4,5,9,76,72,148
08/20/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,8,11,19
08/20/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,12,15,27
08/20/2019,Manhattan,Jackie Robinson,Early Bird,0,1,1,10,21,31
08/20/2019,Manhattan,Asser Levy,Early Bird,0,1,1,11,22,33
08/20/2019,Manhattan,John Jay,Early Bird,2,3,5,35,35,70
08/20/2019,Manhattan,Lasker,Early Bird,2,1,3,29,22,51
08/20/2019,Manhattan,Hamilton Fish,Early Bird,1,3,4,45,36,81
08/19/2019,Staten Island,Lyons,Early Bird,0,0,0,9,9,18
08/19/2019,Queens,Astoria,Early Bird,0,9,9,38,48,86
08/19/2019,Bronx,Crotona,Early Bird,0,0,0,2,2,4
08/19/2019,Bronx,Van Cortlandt,Early Bird,1,1,2,25,19,44
08/19/2019,Brooklyn,Kosciuszko,Early Bird,1,1,2,7,12,19
08/19/2019,Brooklyn,Red Hook,Early Bird,0,4,4,20,31,51
08/19/2019,Brooklyn,Sunset,Early Bird,3,1,4,34,34,68
08/19/2019,Brooklyn,McCarren,Early Bird,2,5,7,66,73,139
08/19/2019,Manhattan,Thomas Jefferson,Early Bird,1,0,1,7,11,18
08/19/2019,Manhattan,Tony Dapolito,Early Bird,1,1,2,9,19,28
08/19/2019,Manhattan,Jackie Robinson,Early Bird,0,1,1,11,30,41
08/19/2019,Manhattan,Asser Levy,Early Bird,2,0,2,22,30,52
08/19/2019,Manhattan,John Jay,Early Bird,4,6,10,29,40,69
08/19/2019,Manhattan,Lasker,Early Bird,3,3,6,31,45,76
08/19/2019,Manhattan,Hamilton Fish,Early Bird,0,0,0,44,49,93
08/16/2019,Staten Island,Lyons,Early Bird,2,1,3,12,7,19
08/16/2019,Queens,Astoria,Early Bird,2,0,2,41,44,85
08/16/2019,Bronx,Crotona,Early Bird,0,0,0,2,1,3
08/16/2019,Bronx,Van Cortlandt,Early Bird,1,1,2,24,21,45
08/16/2019,Brooklyn,Kosciuszko,Early Bird,2,2,4,12,12,24
08/16/2019,Brooklyn,Red Hook,Early Bird,1,0,1,0,0,0
08/16/2019,Manhattan,Sunset,Early Bird,1,0,1,28,38,66
08/16/2019,Brooklyn,McCarren,Early Bird,2,0,2,54,52,106
08/16/2019,Manhattan,Thomas Jefferson,Early Bird,0,1,1,9,12,21
08/16/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,9,20,29
08/16/2019,Manhattan,Jackie Robinson,Early Bird,0,2,2,17,25,42
08/16/2019,Manhattan,Asser Levy,Early Bird,0,0,0,16,25,41
08/16/2019,Manhattan,John Jay,Early Bird,1,2,3,25,38,63
08/16/2019,Manhattan,Lasker,Early Bird,1,1,2,28,45,73
08/16/2019,Manhattan,Hamilton Fish,Early Bird,1,4,5,38,41,79
08/15/2019,Staten Island,Lyons,Early Bird,0,0,0,6,9,15
08/15/2019,Queens,Astoria,Early Bird,0,1,1,52,42,94
08/15/2019,Bronx,Crotona,Early Bird,0,1,1,2,3,5
08/15/2019,Bronx,Van Cortlandt,Early Bird,0,1,1,15,14,29
08/15/2019,Brooklyn,Kosciuszko,Early Bird,0,2,2,11,16,27
08/15/2019,Brooklyn,Red Hook,Early Bird,0,2,2,13,22,35
08/15/2019,Brooklyn,Sunset,Early Bird,1,0,1,25,32,57
08/15/2019,Brooklyn,McCarren,Early Bird,3,1,4,58,60,118
08/15/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,8,6,14
08/15/2019,Manhattan,Tony Dapolito,Early Bird,0,1,1,9,17,26
08/15/2019,Manhattan,Jackie Robinson,Early Bird,0,0,0,11,27,38
08/15/2019,Manhattan,Asser Levy,Early Bird,0,0,0,15,18,33
08/15/2019,Manhattan,John Jay,Early Bird,1,2,3,30,36,66
08/15/2019,Manhattan,Lasker,Early Bird,2,1,3,25,45,70
08/15/2019,Manhattan,Hamilton Fish,Early Bird,2,1,3,40,41,81
08/14/2019,Staten Island,Lyons,Early Bird,1,1,2,8,15,23
08/14/2019,Queens,Astoria,Early Bird,1,1,2,45,38,83
08/14/2019,Bronx,Crotona,Early Bird,0,0,0,3,3,6
08/14/2019,Bronx,Van Cortlandt,Early Bird,5,0,5,19,13,32
08/14/2019,Brooklyn,Kosciuszko,Early Bird,2,3,5,13,16,29
08/14/2019,Brooklyn,Red Hook,Early Bird,0,0,0,23,15,38
08/14/2019,Brooklyn,Sunset,Early Bird,1,0,1,29,35,64
08/14/2019,Brooklyn,McCarren,Early Bird,4,2,6,67,58,125
08/14/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,12,12,24
08/14/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,11,15,26
08/14/2019,Manhattan,Jackie Robinson,Early Bird,1,1,2,14,28,42
08/14/2019,Manhattan,Asser Levy,Early Bird,0,0,0,18,22,40
08/14/2019,Manhattan,John Jay,Early Bird,2,0,2,25,26,51
08/14/2019,Manhattan,Lasker,Early Bird,3,1,4,28,36,64
08/14/2019,Manhattan,Hamilton Fish,Early Bird,2,2,4,46,47,93
08/13/2019,Staten Island,Lyons,Early Bird,0,0,0,4,7,11
08/13/2019,Queens,Astoria,Early Bird,1,0,1,42,38,80
08/13/2019,Bronx,Crotona,Early Bird,0,0,0,1,2,3
08/13/2019,Bronx,Van Cortlandt,Early Bird,0,0,0,14,10,24
08/13/2019,Brooklyn,Kosciuszko,Early Bird,1,0,1,7,10,17
08/13/2019,Brooklyn,Red Hook,Early Bird,4,2,6,19,24,43
08/13/2019,Brooklyn,Sunset,Early Bird,2,3,5,27,36,63
08/13/2019,Brooklyn,McCarren,Early Bird,2,2,4,48,53,101
08/13/2019,Manhattan,Thomas Jefferson,Early Bird,0,0,0,10,18,28
08/13/2019,Manhattan,Tony Dapolito,Early Bird,0,0,0,10,21,31
